CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,DEBT_TO_LIMIT_RATIO,CASH_ADVANCE_DEPENDENCY,PAYMENT_TO_BALANCE_RATIO,MINIMUM_PAYMENT_DEPENDENCY,TOTAL_ACTIVITY,TRANSACTION_FREQUENCY,CASH_ADVANCE_INTENSITY,PAYMENT_STRESS_RATIO,PAYMENT_COVERAGE,REVOLVING_BALANCE_RATIO,CASH_ADVANCE_VELOCITY,CASH_VS_PURCHASE_RATIO,CASH_ADVANCE_SIZE,CREDIT_UTILIZATION_TREND,AVAILABLE_CREDIT_USAGE,PURCHASE_STABILITY,INSTALLMENT_PREFERENCE,ONEOFF_PREFERENCE,USAGE_CONSISTENCY,DORMANCY_RISK,BALANCE_PER_MONTH,PAYMENT_VELOCITY,RISK_CLUSTER,COMPOSITE_RISK,RISK_LEVEL
C10906,1948.434315,1.0,324.3,324.3,0.0,1468.08356,0.166667,0.166667,0.0,0.166667,4.0,4.0,5000.0,0.0,8439.362835299999,0.0,12.0,0.38960894121175765,0.8186110281952178,0.0,8439.362835299999,0.44444466666666665,8.0,122.34029666666667,4.329134236718306,0.0,0.9994870306774096,0.3076923076923077,4.513014325238242,293.616712,0.38960894121175765,0.6101910987802439,64.86,0.0,0.9969259145404242,0.5833335,0.41666650000000005,149.8795626923077,0.0,1,1.0,CRITICAL
C10908,802.274379,0.636364,150.0,0.0,150.0,3714.01114,0.25,0.0,0.25,0.166667,2.0,3.0,6000.0,0.0,2114.0406757999995,0.0,12.0,0.13369011481419762,0.9609315485698704,0.0,2114.0406757999995,0.35101033333333337,5.0,309.5009283333333,2.631779042214416,0.0,0.9987550953620046,0.15384615384615385,24.596100264900663,1238.0037133333333,0.13369011481419762,0.8661432462922846,37.5,0.9933774834437086,0.0,0.443182,0.556818,61.71341376923077,0.0,1,1.0,CRITICAL
C10909,6059.861762,1.0,250.32,250.32,0.0,4447.636548,0.083333,0.083333,0.0,0.666667,10.0,1.0,7000.0,0.0,24132.9571674,0.0,12.0,0.8655708844450793,0.946515785487106,0.0,24132.9571674,0.5833333333333334,11.0,370.63637900000003,3.981769938840588,0.0,0.9998350069611768,0.7692307692307693,17.69710547509152,404.3305952727273,0.8655708844450793,0.13428627881731175,125.16,0.0,0.9960210090720993,0.5416665,0.45833349999999995,466.1432124615385,0.0,1,1.0,CRITICAL
C10923,128.375213,0.727273,0.0,0.0,0.0,1897.551775,0.0,0.0,0.0,0.083333,2.0,0.0,9500.0,0.0,162.80914060000003,0.0,12.0,0.013511758025471002,0.9994732827341514,0.0,162.80914060000003,0.270202,2.0,158.12931458333333,1.2584260680598844,0.0,0.9922705441265631,0.15384615384615385,1897.551775,632.5172583333333,0.013511758025471002,0.9863829898958005,0.0,0.0,0.0,0.3636365,0.6363635000000001,9.875016384615385,0.0,1,1.0,CRITICAL
C18925,2898.484109,1.0,0.0,0.0,0.0,3021.097135,0.0,0.0,0.0,0.272727,5.0,0.0,3000.0,230.794237,13916.08593,0.0,11.0,0.9658394231922692,0.9996691039515512,0.07959837968541182,60.03637583966334,0.42424233333333333,5.0,274.6451940909091,4.799504121027759,0.016583517423176534,0.9200567313748985,0.4166666666666667,3021.097135,503.51618916666666,0.9658394231922692,0.033827354548483846,0.0,0.0,0.0,0.5,0.5,241.54034241666668,19.232853083333335,5,1.0,CRITICAL
C18934,10.65253,0.181818,209.2,0.0,209.2,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,500.0,0.0,79.24613680000002,0.0,12.0,0.021262534930139722,0.0,0.0,79.24613680000002,0.11616166666666668,2.0,0.0,6.800766597468534,0.0,0.9141817270584156,0.0,0.0,0.0,0.021262534930139722,0.9767414570858283,69.73333333333333,0.9952426260704091,0.0,0.17424250000000002,0.8257574999999999,0.8194253846153846,0.0,1,1.0,CRITICAL
C18955,18.885677,0.375,57.0,57.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,1.0,1500.0,0.0,107.58615439999998,0.0,8.0,0.01258206329113924,0.0,0.0,107.58615439999998,0.16666666666666666,1.0,0.0,5.410233425796868,0.0,0.949712549389191,0.0,0.0,0.0,0.01258206329113924,0.9867517141905396,28.5,0.0,0.9827586206896551,0.25,0.75,2.098408555555556,0.0,1,1.0,CRITICAL
C18956,165.240633,0.181818,0.0,0.0,0.0,1088.751325,0.0,0.0,0.0,0.166667,4.0,0.0,1500.0,0.0,189.7455424,0.0,12.0,0.11008703064623584,0.999082359454805,0.0,189.7455424,0.11616166666666668,4.0,90.72927708333333,1.1413908800503665,0.0,0.9939846234825153,0.3076923076923077,1088.751325,217.75026499999998,0.11008703064623584,0.8892467468354431,0.0,0.0,0.0,0.090909,0.909091,12.710817923076924,0.0,1,1.0,CRITICAL
C18961,3002.791004,1.0,2463.0,2463.0,0.0,797.15895,0.166667,0.166667,0.0,0.166667,3.0,3.0,3000.0,431.716492,16638.73385,0.0,12.0,1.0005968023992002,0.24444038521949382,0.14372387806778317,38.45181350286968,0.44444466666666665,6.0,66.4299125,5.539244850205297,0.02594491569947797,0.8559432092899364,0.23076923076923078,0.32352230113636365,199.2897375,1.0005968023992002,-0.0009300246584472366,615.75,0.0,0.9995941558441559,0.5833335,0.41666650000000005,230.9839233846154,33.20896092307692,5,1.0,CRITICAL
C18969,51.071594,0.888889,0.0,0.0,0.0,360.199098,0.0,0.0,0.0,0.555556,14.0,0.0,500.0,0.049513,67.786744,0.0,9.0,0.10193930938123752,0.9972314438060972,0.000950863920163458,64.58876069186375,0.48148166666666664,14.0,40.022121999999996,1.3017989040243323,0.0007198043855659166,0.9798448075163592,1.4,360.199098,24.0132732,0.10193930938123752,0.8960646826347305,0.0,0.0,0.0,0.4444445,0.5555555,5.1071594,0.0049513000000000005,1,1.0,CRITICAL
C18977,1367.703777,0.909091,153.0,0.0,153.0,1487.406583,0.545455,0.0,0.454545,0.090909,14.0,6.0,1500.0,0.0,8720.9080112,0.0,11.0,0.9111950546302464,0.9061780295053197,0.0,8720.9080112,0.5151516666666667,20.0,135.21878027272726,6.371654815123667,0.0,0.9992693817195479,1.1666666666666667,9.658484305194804,99.16043886666667,0.9111950546302464,0.08813872285143241,21.857142857142858,0.9935064935064936,0.0,0.7272730000000001,0.27272699999999994,113.97531475,0.0,1,1.0,CRITICAL
C18982,40.960739,0.181818,472.75,431.37,41.38,0.0,0.181818,0.181818,0.090909,0.0,0.0,7.0,13000.0,0.0,106.61167459999999,0.0,11.0,0.0031505837243288974,0.0,0.0,106.61167459999999,0.121212,7.0,0.0,2.540748259938892,0.0,0.9761681985629471,0.0,0.0,0.0,0.0031505837243288974,0.9967724991154526,59.09375,0.08734564643799472,0.9105435356200527,0.181818,0.818182,3.4133949166666664,0.0,1,1.0,CRITICAL
C18985,2856.473263,1.0,1200.0,1200.0,0.0,1710.323236,0.090909,0.090909,0.0,0.090909,3.0,1.0,3000.0,0.0,25899.404153999996,0.0,11.0,0.9518404741752748,0.5874728078459234,0.0,25899.404153999996,0.39393933333333336,4.0,155.48393054545454,9.063743304043646,0.0,0.9996500404700375,0.25,1.4240826278101582,427.580809,0.9518404741752748,0.04782630356547822,600.0,0.0,0.9991673605328892,0.5454545,0.45454550000000005,238.03943858333332,0.0,5,1.0,CRITICAL
C18993,455.471255,1.0,389.7,44.7,345.0,276.902382,1.0,0.083333,0.916667,0.083333,4.0,14.0,1000.0,48.594194,3644.17131,0.090909,12.0,0.45501623876123876,0.4147714110462835,0.1064561973349231,73.479797050437,0.6944443333333333,18.0,23.0751985,7.983353321996147,0.01333111392232482,0.8913530842155657,0.3076923076923077,0.7087340209879703,55.3804764,0.45501623876123876,0.5439847602397603,25.98,0.8830304581520348,0.11441003327361148,1.0,0.0,35.036250384615386,3.738014923076923,1,1.0,CRITICAL
C18994,3.036243,0.090909,0.0,0.0,0.0,81.569379,0.0,0.0,0.0,0.083333,1.0,0.0,500.0,0.0,36.9077812,0.0,12.0,0.006060365269461077,0.9878889727389133,0.0,36.9077812,0.05808066666666667,1.0,6.7974482499999995,9.14409295971526,0.0,0.7522448474980322,0.07692307692307693,81.569379,40.7846895,0.006060365269461077,0.9919436267465069,0.0,0.0,0.0,0.0454545,0.9545455,0.23355715384615383,0.0,1,1.0,CRITICAL
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,0.0,16371.810710000002,0.0,12.0,0.9339074077467722,0.296553569247681,0.0,16371.810710000002,0.5,7.0,15.387391000000001,7.298054395282102,0.0,0.9995542304681776,0.15384615384615385,0.4215723561643836,61.549564000000004,0.9339074077467722,0.06567609912536443,72.83333333333333,0.776255707762557,0.22146118721461186,0.6666665,0.33333349999999995,172.4855143076923,0.0,5,1.0,CRITICAL
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,18317.4855942,0.0,12.0,0.9307572570816472,0.9994954268519826,0.0,18317.4855942,0.5,7.0,165.07276675,4.68344787049584,0.0,0.9997443181900479,0.5384615384615384,1980.873201,247.609150125,0.9307572570816472,0.06900470435610567,0.0,0.0,0.0,0.5,0.5,300.7777874615385,0.0,5,1.0,CRITICAL
C18815,417.444057,0.666667,0.0,0.0,0.0,708.715173,0.0,0.0,0.0,0.333333,7.0,0.0,1200.0,27.397306,118.174297,0.0,6.0,0.3475803971690258,0.998590984048188,0.06547423853124529,4.1614615485004105,0.3333333333333333,7.0,118.1191955,0.282413610668152,0.2298927427279055,0.93213595575095,1.0,708.715173,88.589396625,0.3475803971690258,0.6515869633638635,0.0,0.0,0.0,0.3333335,0.6666665,59.634865285714284,3.913900857142857,1,1.0,CRITICAL
C18817,1029.111236,0.909091,0.0,0.0,0.0,1097.380897,0.0,0.0,0.0,0.166667,4.0,0.0,1200.0,0.0,4226.6934768,0.0,12.0,0.856878631140716,0.9990895690167853,0.0,4226.6934768,0.358586,4.0,91.44840808333333,4.103142776320518,0.0,0.9990292310528686,0.3076923076923077,1097.380897,219.4761794,0.856878631140716,0.1422887293921732,0.0,0.0,0.0,0.4545455,0.5454545,79.16240276923077,0.0,1,1.0,CRITICAL
C18830,37.123618,0.857143,84.24,0.0,84.24,0.0,0.857143,0.0,0.714286,0.0,0.0,6.0,1500.0,0.0,101.9166514,0.0,7.0,0.024732590273151233,0.0,0.0,101.9166514,0.5714286666666667,6.0,0.0,2.673320548957342,0.0,0.9737695409706393,0.0,0.0,0.0,0.024732590273151233,0.9746011872085276,12.034285714285714,0.988268418582825,0.0,0.857143,0.142857,4.64045225,0.0,1,1.0,CRITICAL
C18844,469.319087,0.818182,383.81,0.0,383.81,870.533909,0.583333,0.0,0.5,0.333333,6.0,14.0,1500.0,57.924613,335.598994,0.0,12.0,0.3126709440373085,0.6934624868602441,0.12316024290972481,5.695395810236378,0.5782826666666666,20.0,72.54449241666667,0.7135559735427025,0.17208789697095767,0.8747135410219913,0.46153846153846156,2.2622434682050883,124.361987,0.3126709440373085,0.6866628334443704,25.587333333333333,0.9974013149346431,0.0,0.7007574999999999,0.2992425000000001,36.101468230769235,4.455739461538462,1,1.0,CRITICAL
C18848,1182.080141,1.0,266.68,0.0,266.68,848.848179,0.666667,0.0,0.666667,0.083333,6.0,8.0,1000.0,119.861878,8607.234543,0.0,12.0,1.1808992417582416,0.7602568345030547,0.1013134054457939,71.2154625216067,0.5833333333333334,14.0,70.73734825,7.275275989101402,0.013924095283564116,0.8978413432771838,0.46153846153846156,3.1711303758218765,121.26402557142856,1.1808992417582416,-0.18189824275724267,29.63111111111111,0.9962641960549911,0.0,0.8333335,0.16666650000000005,90.92924161538461,9.220144461538462,5,1.0,CRITICAL
C18853,7.696813,0.090909,111.3,111.3,0.0,101.656544,0.083333,0.083333,0.0,0.083333,1.0,2.0,1200.0,0.0,90.5035399,0.0,12.0,0.006408670274771024,0.4751270613157782,0.0,90.5035399,0.08585833333333333,3.0,8.471378666666666,10.406517870396893,0.0,0.8850153498758684,0.07692307692307693,0.9052230097951914,50.828272,0.006408670274771024,0.9927586902581182,37.1,0.0,0.9910952804986642,0.087121,0.912879,0.5920625384615384,0.0,1,1.0,CRITICAL
C18888,267.401555,1.0,156.6,0.0,156.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,157.691576,1221.503449,0.0,12.0,0.26713442057942055,0.0,0.5875210968878329,7.697342731034444,0.6666666666666666,12.0,0.0,4.551029702491851,0.1289907002953576,0.40875314228339693,0.0,0.0,0.0,0.26713442057942055,0.7318665784215785,12.046153846153846,0.9936548223350253,0.0,1.0,0.0,20.569350384615383,12.13012123076923,1,1.0,CRITICAL
C18916,1031.037548,1.0,0.0,0.0,0.0,1117.043527,0.0,0.0,0.0,0.181818,8.0,0.0,1200.0,157.740697,2021.959242,0.0,11.0,0.8584825545378851,0.9991055804395351,0.1528439515652196,12.737497568125203,0.39393933333333336,8.0,101.54941154545455,1.9591915487167912,0.07797522249832853,0.8461870914409793,0.6666666666666666,1117.043527,124.11594744444444,0.8584825545378851,0.14068480599500416,0.0,0.0,0.0,0.5,0.5,85.91979566666667,13.145058083333334,1,1.0,CRITICAL
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,6311.4343834,0.0,12.0,0.21862955907348774,0.0,0.0,6311.4343834,0.4166666666666667,6.0,0.0,4.806895421090641,0.0,0.9992383830474839,0.0,0.0,0.0,0.21862955907348774,0.7812038020329944,183.41428571428574,0.0,0.9992217293174566,0.625,0.375,100.92276799999999,0.0,1,1.0,CRITICAL
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,18577.329017000004,0.0,12.0,0.9060780169957511,0.6802100230213474,0.0,18577.329017000004,0.5555556666666667,9.0,55.70572858333333,5.123058864368719,0.0,0.9997242306006595,0.38461538461538464,2.1270523530721994,111.41145716666666,0.9060780169957511,0.0936720454886278,62.653999999999996,0.0,0.9968180227193177,0.625,0.375,278.86293430769234,0.0,1,1.0,CRITICAL
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,0.0,66.5365525,0.0,12.0,0.004467430356027483,0.0,0.0,66.5365525,0.05808066666666667,1.0,0.0,8.161634808391586,0.0,0.8773360731548032,0.0,0.0,0.0,0.004467430356027483,0.9949079600249844,420.0,0.0,0.9988109393579072,0.087121,0.912879,0.5501812307692308,0.0,1,1.0,CRITICAL
C18657,123.822604,0.125,0.0,0.0,0.0,1625.784248,0.0,0.0,0.0,0.125,1.0,0.0,2000.0,0.0,104.10695170000001,0.0,8.0,0.06188036181909046,0.999385290335071,0.0,104.10695170000001,0.08333333333333333,1.0,203.223031,0.8340392554220388,0.0,0.9919886305207989,0.1111111111111111,1625.784248,812.892124,0.06188036181909046,0.9376198880559721,0.0,0.0,0.0,0.0625,0.9375,13.75806711111111,0.0,1,1.0,CRITICAL
C18660,202.968428,1.0,163.55,0.0,163.55,0.0,0.5,0.0,0.5,0.0,0.0,9.0,1500.0,188.816775,1711.207196,0.0,12.0,0.13522213724183876,0.0,0.9257156945877919,9.015047252804711,0.5,9.0,0.0,8.389568977802782,0.11027682598292268,0.06938158585994486,0.0,0.0,0.0,0.13522213724183876,0.8641116402398402,16.355,0.9939228198116075,0.0,0.75,0.25,15.612955999999999,14.524367307692309,1,1.0,CRITICAL
C18671,5.140599,0.181818,50.66,0.0,50.66,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,3000.0,0.0,42.1343883,0.0,12.0,0.001712962012662446,0.0,0.0,42.1343883,0.11616166666666668,2.0,0.0,6.861608826761037,0.0,0.837149437701436,0.0,0.0,0.0,0.001712962012662446,0.9979538157280907,16.886666666666667,0.9806426635694928,0.0,0.17424250000000002,0.8257574999999999,0.3954306923076923,0.0,1,1.0,CRITICAL
C18685,634.759794,1.0,364.19,0.0,364.19,0.0,0.833333,0.0,0.833333,0.0,0.0,18.0,1000.0,29.897165,3922.2855,0.0,12.0,0.6341256683316684,0.0,0.04702588191665357,126.94645285416962,0.6111110000000001,18.0,0.0,6.169445657018065,0.007620440826954857,0.9514011969747178,0.0,0.0,0.0,0.6341256683316684,0.3648753306693306,19.167894736842104,0.9972616993893589,0.0,0.9166665,0.08333349999999995,48.827676461538466,2.299781923076923,1,1.0,CRITICAL
C18700,2046.727519,0.818182,1369.72,422.44,947.28,1817.810563,0.75,0.166667,0.666667,0.166667,4.0,17.0,2500.0,242.742734,10729.19416,0.0,12.0,0.818363662135146,0.5701091857465754,0.11854249735264705,44.01851896844646,0.578283,21.0,151.48421358333334,5.239561445772609,0.02262239903401711,0.8809691564241756,0.3076923076923077,1.3261720577506713,363.5621126,0.818363662135146,0.18123649780087964,76.09555555555556,0.6910820590638497,0.30818839733862496,0.784091,0.21590900000000002,157.44057838461538,18.672518,1,1.0,CRITICAL
C18710,0.391963,0.090909,43.33,0.0,43.33,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,1200.0,0.0,22.694715900000002,0.0,12.0,0.0003263638634471274,0.0,0.0,22.694715900000002,0.05808066666666667,1.0,0.0,16.304108586219606,0.0,0.28159009973684646,0.0,0.0,0.0,0.0003263638634471274,0.9988409966694421,21.665,0.9774419129257839,0.0,0.087121,0.912879,0.030151,0.0,1,1.0,CRITICAL
C18713,2.433343,0.166667,0.0,0.0,0.0,38.606307,0.0,0.0,0.0,0.166667,1.0,0.0,500.0,0.0,34.4140179,0.0,6.0,0.004856972055888223,0.9747514960180458,0.0,34.4140179,0.11111133333333334,1.0,6.4343845,10.023472137796894,0.0,0.7087386841338019,0.14285714285714285,38.606307,19.3031535,0.004856972055888223,0.9931470199600799,0.0,0.0,0.0,0.0833335,0.9166665,0.34762042857142855,0.0,1,1.0,CRITICAL
C18736,11.918653,0.1,276.79,276.79,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,3000.0,0.0,65.43688890000001,0.0,10.0,0.003971560479840054,0.0,0.0,65.43688890000001,0.06666666666666667,3.0,0.0,5.06530277576153,0.0,0.9225925489290563,0.0,0.0,0.0,0.003971560479840054,0.9956952172609129,69.1975,0.0,0.9964001583930308,0.1,0.9,1.0835139090909092,0.0,1,1.0,CRITICAL
C18750,11.748193,0.181818,80.75,80.75,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,0.0,89.86250420000002,0.0,12.0,0.00587116091954023,0.0,0.0,89.86250420000002,0.08838366666666668,1.0,0.0,7.049038573545287,0.0,0.9215575101506543,0.0,0.0,0.0,0.00587116091954023,0.9936290889555223,40.375,0.0,0.9877675840978594,0.1325755,0.8674245,0.9037071538461539,0.0,1,1.0,CRITICAL
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,29.278671,8242.687678,0.0,12.0,1.003927292256453,0.974571401609849,0.024263086384557285,272.2275253758661,0.361111,1.0,3.19381675,6.830673536112344,0.003551647289857455,0.974908218679646,0.07692307692307693,38.325801,19.1629005,1.003927292256453,-0.004759931723563698,0.0,0.0,0.0,0.5,0.5,92.74743676923077,2.2522054615384617,5,1.0,CRITICAL
C18798,19.125876,0.090909,275.86,171.98,103.88,366.686248,0.083333,0.083333,0.083333,0.083333,2.0,9.0,1200.0,0.0,71.6919252,0.0,12.0,0.015924959200666115,0.5697900487176797,0.0,71.6919252,0.08585833333333333,11.0,30.55718733333333,3.5621766327090554,0.0,0.9503127217915881,0.15384615384615385,1.324446463916781,122.22874933333333,0.015924959200666115,0.9832424013322231,27.586000000000002,0.37520768619518885,0.6211803799754387,0.087121,0.912879,1.471221230769231,0.0,1,1.0,CRITICAL
C10936,79.625341,1.0,701.44,701.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,6000.0,0.0,167.25241190000003,0.0,12.0,0.0132686787202133,0.0,0.0,167.25241190000003,0.6666666666666666,13.0,0.0,2.074439745935462,0.0,0.9875969516829702,0.0,0.0,0.0,0.0132686787202133,0.9865646823862689,50.10285714285715,0.0,0.9985763908661238,1.0,0.0,6.125026230769231,0.0,1,1.0,CRITICAL
C10953,39.798993,0.454545,20.09,20.09,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,3200.0,0.0,146.3067111,0.0,12.0,0.012433299906279288,0.0,0.0,146.3067111,0.26262599999999997,5.0,0.0,3.5860373097934057,0.0,0.9754895911278987,0.0,0.0,0.0,0.012433299906279288,0.9872542977194627,3.348333333333333,0.0,0.9525841631104789,0.393939,0.606061,3.0614610000000004,0.0,1,1.0,CRITICAL
C10956,176.721561,1.0,1707.26,403.54,1303.72,0.0,0.916667,0.083333,0.833333,0.0,0.0,18.0,3300.0,0.0,576.182565,0.0,12.0,0.0535357652226598,0.0,0.0,576.182565,0.6388889999999999,18.0,0.0,3.242052127822577,0.0,0.9943732207033675,0.0,0.0,0.0,0.0535357652226598,0.9461612962738565,89.85578947368421,0.7631859318839053,0.23622867713345744,0.9583335,0.04166650000000005,13.593966230769231,0.0,1,1.0,CRITICAL
